"PROVINCIA,C,50","CANTON,C,50","PARROQUIA,C,100","DISTRITO,C,250","CIRCUITO,C,250","NOMBRE,C,100","NIVEL,C,50","TIPOLOGIA,C,50","INSTITUCIO,C,50","X,N,19,11","Y,N,19,11"
LOS RIOS,MOCACHE,MOCACHE,QUEVEDO-MOCACHE,MOCACHE,AGUAS FRIAS,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-79.47399555610,-1.29794146435
AZUAY,CUENCA,TARQUI,BAÐOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY,TARQUI,DISPENSARIO TAÐILOMA,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-79.02192637200,-3.00321110963
AZUAY,CUENCA,TARQUI,BAÐOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY,TARQUI,ZHUCAY,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-79.05182692440,-2.96195290863
AZUAY,CUENCA,TARQUI,BAÐOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY,TARQUI,TARQUI,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-79.03380934770,-3.01457093667
AZUAY,CUENCA,TARQUI,BAÐOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY,TARQUI,GULLANZHAPA,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-78.99689059600,-2.97972053225
AZUAY,GUALACEO,REMIGIO CRESPO TORAL (G┌LAG),GUALACEO-CHORDELEG,DANIEL CORDOVA TORAL (EL ORIENTE)-REMIGIO CRESPO TORAL (GULAG)-LUIS CORDERO VEGA-MARIANO MORENO,REMIGIO CRESPO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.75699932570,-2.91416684999
AZUAY,GUALACEO,SAN JUAN,GUALACEO-CHORDELEG,SAN JUAN-SIMON BOLIVAR (CAB. EN GAÐANZOL),SAN JUAN,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.81362756640,-2.96531229941
GUAYAS,GUAYAQUIL,GUAYAQUIL,TARQUI 1-TENGUEL,GUAYAQUIL- KENNEDY,POLICLINICO,SEGUNDO NIVEL,CLINICA PRIVADA|CL-P,RED COMPLEMENTARIA,-79.89390905340,-2.18511220555
AZUAY,GUALACEO,ZHIDMAD,GUALACEO-CHORDELEG,ZHIDMAD,DISPENSARIO GORDELEG,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-78.90813553620,-2.93813473793
AZUAY,GUALACEO,ZHIDMAD,GUALACEO-CHORDELEG,ZHIDMAD,ZHIDMAD,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.89780055950,-2.92961066788
AZUAY,GUALACEO,LUIS CORDERO VEGA,GUALACEO-CHORDELEG,DANIEL CORDOVA TORAL (EL ORIENTE)-REMIGIO CRESPO TORAL (GULAG)-LUIS CORDERO VEGA-MARIANO MORENO,LUIS CORDERO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.75367090180,-2.89679411618
AZUAY,NABËN,COCHAPATA,NABON-OÐA,NABON-COCHAPATA,COCHAPATA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-79.08618540030,-3.39010587496
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,SAN JACINTO DEL BUA-VALLE HERMOSO-PUERTO LIMON-PERIFERIA 2-ABRAHAM CALAZACON-BOMBOLI,SANTO DOMINGO DE LOS COLORADOS,CLINICA CUBA CENTER,SEGUNDO NIVEL,CLINICA PRIVADA|CL-P,RED COMPLEMENTARIA,-79.16756055120,-0.23018983633
AZUAY,NABËN,EL PROGRESO (CAB.EN ZHOTA),NABON-OÐA,EL PROGRESO (CAB.EN ZHIOTA)-LAS NIEVES (CHAYA),EL PROGRESO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-79.20486355700,-3.34164908583
AZUAY,NABËN,EL PROGRESO (CAB.EN ZHOTA),NABON-OÐA,EL PROGRESO (CAB.EN ZHIOTA)-LAS NIEVES (CHAYA),DISPENSARIO CORRALEJA,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-79.23173041000,-3.38391378400
AZUAY,NABËN,LAS NIEVES (CHAYA),NABON-OÐA,EL PROGRESO (CAB.EN ZHIOTA)-LAS NIEVES (CHAYA),LA PAZ,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-79.16259456160,-3.32174972191
AZUAY,NABËN,LAS NIEVES (CHAYA),NABON-OÐA,EL PROGRESO (CAB.EN ZHIOTA)-LAS NIEVES (CHAYA),DISPENSARIO LA PAZ,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-79.16152547000,-3.32348078600
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,ALLURIQUI-LUZ DE AMERICA-ESFUERZO-TOACHI-PERIFERIA-RIO VERDE-SANTO DOMINGO-ZARACAY-RIO TOACHI-CHIGUILPE,SANTO DOMINGO DE LOS COLORADOS,CLINICA ARAUJO,SEGUNDO NIVEL,CLINICA PRIVADA|CL-P,RED COMPLEMENTARIA,-79.16658908490,-0.24082386645
AZUAY,NABËN,LAS NIEVES (CHAYA),NABON-OÐA,EL PROGRESO (CAB.EN ZHIOTA)-LAS NIEVES (CHAYA),LAS NIEVES,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-79.11428631650,-3.34235567333
AZUAY,PAUTE,PAUTE,EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO,SAN CRISTOBAL (CARLOS ORDOÐEZ LAZO)-CHICAN (GUILLERMO ORTEGA)-EL CABO-PAUTE,PAUTE,SEGUNDO NIVEL,HOSPITAL BASICO|HB,MSP,-78.76843739040,-2.77817963708
AZUAY,PAUTE,BUL┴N (JOS╔ V═CTOR IZQUIERDO),EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO,GUARAINAG-TOMEBAMBA-DUG DUG-BULAN (JOSE VICTOR IZQUIERDO),BULAN,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.77559669920,-2.73303705244
AZUAY,PAUTE,CHIC┴N (GUILLERMO ORTEGA),EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO,SAN CRISTOBAL (CARLOS ORDOÐEZ LAZO)-CHICAN (GUILLERMO ORTEGA)-EL CABO-PAUTE,CHICAN,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.76058964200,-2.82032807837
BOLIVAR,GUARANDA,GUARANDA,SAN JACINTO DEL BUA-VALLE HERMOSO-PUERTO LIMON-PERIFERIA 2-ABRAHAM CALAZACON-BOMBOLI,SANTO DOMINGO DE LOS COLORADOS,CLINICA HOSPITAL SAN PATRICIO,SEGUNDO NIVEL,CLINICA PRIVADA|CL-P,RED COMPLEMENTARIA,-79.00063634490,-1.59384319450
AZUAY,PAUTE,EL CABO,EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO,SAN CRISTOBAL (CARLOS ORDOÐEZ LAZO)-CHICAN (GUILLERMO ORTEGA)-EL CABO-PAUTE,EL CABO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.77910016470,-2.85403879790
AZUAY,PAUTE,EL CABO,EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO,SAN CRISTOBAL (CARLOS ORDOÐEZ LAZO)-CHICAN (GUILLERMO ORTEGA)-EL CABO-PAUTE,DISPENSARIO EL CABO,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-78.77682323310,-2.85536663456
AZUAY,PAUTE,GUARAINAG,EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO,GUARAINAG-TOMEBAMBA-DUG DUG-BULAN (JOSE VICTOR IZQUIERDO),GUARAINAG,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.63285446100,-2.66085444762
AZUAY,PAUTE,GUARAINAG,EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO,GUARAINAG-TOMEBAMBA-DUG DUG-BULAN (JOSE VICTOR IZQUIERDO),DISPENSARIO GUARAYNAG,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-78.63379063990,-2.66703243577
AZUAY,PAUTE,SAN CRISTËBAL (CARLOS ORDËÐEZ LAZO),EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO,SAN CRISTOBAL (CARLOS ORDOÐEZ LAZO)-CHICAN (GUILLERMO ORTEGA)-EL CABO-PAUTE,LA DOLOROSA,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-78.87382357880,-2.82971808595
AZUAY,PAUTE,SAN CRISTËBAL (CARLOS ORDËÐEZ LAZO),EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO,SAN CRISTOBAL (CARLOS ORDOÐEZ LAZO)-CHICAN (GUILLERMO ORTEGA)-EL CABO-PAUTE,SAN CRISTOBAL,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.84017375750,-2.82714228016
AZUAY,SAN FERNANDO,SAN FERNANDO,GIRON-PUCARA-SAN FERNANDO-SANTA ISABEL,SAN FERNANDO-CHUMBLIN,SAN FERNANDO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-79.25246107940,-3.14792973748
AZUAY,SAN FERNANDO,CHUMBL═N,GIRON-PUCARA-SAN FERNANDO-SANTA ISABEL,SAN FERNANDO-CHUMBLIN,CHUMBLIN,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-79.24268875100,-3.13337243831
AZUAY,SANTA ISABEL,ABDËN CALDERËN  (LA UNIËN),GIRON-PUCARA-SAN FERNANDO-SANTA ISABEL,ABDON CALDERON (LA UNION)-SANTA ISABEL (CHAGUARURCO)-ZHAGLLI (SHAGLLI ),ABDON CALDERON (LA UNION),PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-79.28160259810,-3.25934245295
GUAYAS,SALITRE (URBINA JADO),EL SALITRE (LAS RAMAS),URBINA JADO,EL SALITRE (LAS RAMAS),POLICLINICO,SEGUNDO NIVEL,CLINICA PRIVADA|CL-P,RED COMPLEMENTARIA,-79.81762112060,-1.82848931891
AZUAY,CUENCA,TURI,BAÐOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY,TURI,TURI,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-79.00978943040,-2.92280902931
AZUAY,CUENCA,VALLE,BAÐOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY,VALLE,EL VALLE,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.96360951730,-2.93873804347
SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI,SHUSHUFINDI,SHUSHUFINDI,LA PRIMAVERA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-82.64585840860,-0.08400559149
MANABI,PEDERNALES,PEDERNALES,PEDERNALES-JAMA,PEDERNALES,UMG 2 PEDERNALES,PRIMER NIVEL,UNIDAD MOVIL GENERAL|UMG,MSP,-80.05067406280,0.06839728571
MANABI,MANTA,MANTA,MANTA-MONTECRISTI-JARAMIJO,MANTA,ANGIOMANABI,SEGUNDO NIVEL,CLINICA PRIVADA|CL-P,RED COMPLEMENTARIA,-80.74218937250,-0.95586520338
MANABI,MANTA,MANTA,MANTA-MONTECRISTI-JARAMIJO,MANTA,CLINICA SANTA MARGARITA,SEGUNDO NIVEL,CLINICA PRIVADA|CL-P,RED COMPLEMENTARIA,-80.73659903870,-0.95405533795
MANABI,MANTA,MANTA,MANTA-MONTECRISTI-JARAMIJO,MANTA,CLINICA DEL SOL,SEGUNDO NIVEL,CLINICA PRIVADA|CL-P,RED COMPLEMENTARIA,-80.73659903870,-0.95405533795
AZUAY,CUENCA,VALLE,BAÐOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY,VALLE,DISPENSARIO GUALALCAY,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-78.98303680590,-2.95702321702
AZUAY,CUENCA,VICTORIA DEL PORTETE (IRQUIS),BAÐOS-CUMBE-CHAUCHA-MOLLETURO-TURI-VALLE-VICTORIA DEL PORTETE-TARQUI-QUINGEO-SANTA ANA-SAN SEBASTIAN-EL BATAN-YANUNCAY-SUCRE-HUAYNA CAPAC-MONAY,CUMBE-VICTORIA DEL PORTETE (IRQUIS),VICTORIA DEL PORTETE,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-79.06356137040,-3.05987012953
AZUAY,GIRËN,GIRËN,GIRON-PUCARA-SAN FERNANDO-SANTA ISABEL,GIRON-SAN GERARDO-ASUNCION,AIDA LEON,SEGUNDO NIVEL,HOSPITAL BASICO|HB,MSP,-79.14785770030,-3.16333724050
AZUAY,GIRËN,ASUNCIËN,GIRON-PUCARA-SAN FERNANDO-SANTA ISABEL,GIRON-SAN GERARDO-ASUNCION,DISPENSARIO LENTAG,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-79.24132125050,-3.24566725872
AZUAY,GIRËN,ASUNCIËN,GIRON-PUCARA-SAN FERNANDO-SANTA ISABEL,GIRON-SAN GERARDO-ASUNCION,ASUNCION,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-79.25943627780,-3.21038239400
AZUAY,GIRËN,SAN GERARDO,GIRON-PUCARA-SAN FERNANDO-SANTA ISABEL,GIRON-SAN GERARDO-ASUNCION,SAN GERARDO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-79.20400738230,-3.13835228088
AZUAY,GIRËN,SAN GERARDO,GIRON-PUCARA-SAN FERNANDO-SANTA ISABEL,GIRON-SAN GERARDO-ASUNCION,DISPENSARIO SAN GERARDO 1,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-79.20519155720,-3.13746498841
AZUAY,GUALACEO,GUALACEO,GUALACEO-CHORDELEG,GUALACEO,MORENO VAZQUEZ,SEGUNDO NIVEL,HOSPITAL BASICO|HB,MSP,-78.78128950250,-2.88896569421
AZUAY,GUALACEO,DANIEL CËRDOVA TORAL (EL ORIENTE),GUALACEO-CHORDELEG,DANIEL CORDOVA TORAL (EL ORIENTE)-REMIGIO CRESPO TORAL (GULAG)-LUIS CORDERO VEGA-MARIANO MORENO,DISPENSARIO PAGR┴N,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-78.73390163640,-2.86561206429
AZUAY,GUALACEO,DANIEL CËRDOVA TORAL (EL ORIENTE),GUALACEO-CHORDELEG,DANIEL CORDOVA TORAL (EL ORIENTE)-REMIGIO CRESPO TORAL (GULAG)-LUIS CORDERO VEGA-MARIANO MORENO,DANIEL CORDOVA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.74245541450,-2.87577166988
AZUAY,GUALACEO,JAD┴N,GUALACEO-CHORDELEG,JADAN,JADAN,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.87728338810,-2.88942131235
AZUAY,GUALACEO,JAD┴N,GUALACEO-CHORDELEG,JADAN,DISPENSARIO EL CARMEN 1,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-78.87289485940,-2.91769730508
NAPO,TENA,TENA,TENA-ARCHIDONA-CARLOS JULIO AROSEMENA TOLA,TENA,ALLI KAWSAY,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-77.81588350540,-0.94697330299
AZUAY,PAUTE,TOMEBAMBA,EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO,GUARAINAG-TOMEBAMBA-DUG DUG-BULAN (JOSE VICTOR IZQUIERDO),DISPENSARIO TOMEBAMBA,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-78.68256317580,-2.74219524955
AZUAY,PAUTE,TOMEBAMBA,EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO,GUARAINAG-TOMEBAMBA-DUG DUG-BULAN (JOSE VICTOR IZQUIERDO),TOMEBAMBA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.68240134470,-2.74123963806
AZUAY,PAUTE,DUG DUG,EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO,GUARAINAG-TOMEBAMBA-DUG DUG-BULAN (JOSE VICTOR IZQUIERDO),LAZUL,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.72928325820,-2.73148541974
AZUAY,SANTA ISABEL,ZHAGLLI (SHAGLLI),GIRON-PUCARA-SAN FERNANDO-SANTA ISABEL,ABDON CALDERON (LA UNION)-SANTA ISABEL (CHAGUARURCO)-ZHAGLLI (SHAGLLI ),ZHAGLLY,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-79.38597655140,-3.17090836247
NAPO,TENA,PUERTO NAPO,TENA-ARCHIDONA-CARLOS JULIO AROSEMENA TOLA,PUERTO NAPO-PUERTO MISAHUALLI,ATAHUALPA,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-77.75264454180,-1.04866721872
AZUAY,SIGSIG,SIGSIG,SIGSIG,SAN BARTOLOME-GUEL-SIGSIG-CUCHIL (CUTCHIL),DISPENSARIO SIGSIG,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-78.79257289650,-3.05338403939
AZUAY,SIGSIG,SIGSIG,SIGSIG,SAN BARTOLOME-GUEL-SIGSIG-CUCHIL (CUTCHIL),ZHIMBRUG,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.79837415470,-3.02075367391
AZUAY,SIGSIG,SIGSIG,SIGSIG,SAN BARTOLOME-GUEL-SIGSIG-CUCHIL (CUTCHIL),SAN SEBASTIAN,SEGUNDO NIVEL,HOSPITAL BASICO|HB,MSP,-78.79740582030,-3.05041314680
AZUAY,SIGSIG,CUCHIL (CUTCHIL),SIGSIG,SAN BARTOLOME-GUEL-SIGSIG-CUCHIL (CUTCHIL),CUTCHIL,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.79608560250,-3.07594943373
SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,SAN JACINTO DEL BUA-VALLE HERMOSO-PUERTO LIMON-PERIFERIA 2-ABRAHAM CALAZACON-BOMBOLI,SANTO DOMINGO DE LOS COLORADOS,HOSPITAL EX CLINICA SANTIAGO,SEGUNDO NIVEL,HOSPITAL GENERAL|HG,MSP,-79.17116187590,-0.23437705939
AZUAY,SIGSIG,JIMA (GIMA),SIGSIG,JIMA (GIMA),DISPENSARIO ZHAMAR,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-78.93055671000,-3.19574935600
AZUAY,SIGSIG,JIMA (GIMA),SIGSIG,JIMA (GIMA),JIMA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.95760835720,-3.19159413095
AZUAY,SIGSIG,SAN BARTOLOM╔,SIGSIG,SAN BARTOLOME-GUEL-SIGSIG-CUCHIL (CUTCHIL),DISPENSARIO SIGSILLANO,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-78.82988040270,-2.99660290573
AZUAY,SIGSIG,SAN BARTOLOM╔,SIGSIG,SAN BARTOLOME-GUEL-SIGSIG-CUCHIL (CUTCHIL),SAN BARTOLOME,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.85089237750,-3.01108637743
MORONA SANTIAGO,TAISHA,PUMPUENTSA,TAISHA,HUASAGA (CAB EN WAMPUIK)-TUUTINENTZA-PUMPUENTSA,TSUNKINTZA,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-77.11255900500,-2.65882949170
AZUAY,SIGSIG,SAN JOS╔ DE RARANGA,SIGSIG,LUDO-SAN JOSE DE RARANGA,DISPENSARIO SAN JOS╔ DE RARANG,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-78.96488088000,-3.13239270900
AZUAY,SIGSIG,SAN JOS╔ DE RARANGA,SIGSIG,LUDO-SAN JOSE DE RARANGA,SAN JOSE DE RARANGA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.96597819650,-3.13388188692
AZUAY,OÐA,SAN FELIPE DE OÐA,NABON-OÐA,SUSUDEL-SAN FELIPE DE OÐA,OÐA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-79.15504288120,-3.47028259617
AZUAY,OÐA,SAN FELIPE DE OÐA,NABON-OÐA,SUSUDEL-SAN FELIPE DE OÐA,DISPENSARIO OÐAZHAPA,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-79.13651927000,-3.47220229600
GUAYAS,GUAYAQUIL,MORRO,PROGRESO-EL MORRO-POSORJA-GUAYAQUIL AREA DE EXPANSION,MORRO,SITIO NUEVO,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-80.32565413070,-2.56274549527
AZUAY,OÐA,SUSUDEL,NABON-OÐA,SUSUDEL-SAN FELIPE DE OÐA,SUSUDEL,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-79.18476171240,-3.40546982494
AZUAY,CHORDELEG,CHORDELEG,GUALACEO-CHORDELEG,SAN MARTIN DE PUZHIO-LUIS GALARZA ORELLANA (CAB. EN DELEGSOL)-PRINCIPAL-CHORDELEG-LA UNION,CHORDELEG,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.77444824910,-2.92051173876
AZUAY,CHORDELEG,PRINCIPAL,GUALACEO-CHORDELEG,SAN MARTIN DE PUZHIO-LUIS GALARZA ORELLANA (CAB. EN DELEGSOL)-PRINCIPAL-CHORDELEG-LA UNION,PRINCIPAL,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.75084623070,-3.02668556305
AZUAY,CHORDELEG,LA UNIËN,GUALACEO-CHORDELEG,SAN MARTIN DE PUZHIO-LUIS GALARZA ORELLANA (CAB. EN DELEGSOL)-PRINCIPAL-CHORDELEG-LA UNION,DISPENSARIO LA UNIËN 1,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-78.76621168630,-2.92342192313
COTOPAXI,CANTÊN SIGCHOS,SIGCHOS,SIGCHOS,SIGCHOS,HOSPITAL DE SIGCHOS,SEGUNDO NIVEL,HOSPITAL BASICO|HB,MSP,-78.89125135880,-0.69724379578
AZUAY,EL PAN,EL PAN,EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO,EL PAN-SAN VICENTE,EL PAN,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.66754773690,-2.78871368739
AZUAY,EL PAN,SAN VICENTE,EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO,EL PAN-SAN VICENTE,DISPENSARIO LA TINA,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-78.66244644310,-2.80424224240
AZUAY,EL PAN,SAN VICENTE,EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO,EL PAN-SAN VICENTE,SAN VICENTE,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-78.67164721580,-2.81142031815
AZUAY,EL PAN,SAN VICENTE,EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO,EL PAN-SAN VICENTE,LA MERCED,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.66802594590,-2.84206628858
AZUAY,SEVILLA DE ORO,SEVILLA DE ORO,EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO,SEVILLA DE ORO,SEVILLA DE ORO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.65538387580,-2.80261022916
AZUAY,SEVILLA DE ORO,AMALUZA,EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO,AMALUZA-PALAMAS,AMALUZA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.56151456130,-2.61398353606
AZUAY,SEVILLA DE ORO,PALMAS,EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO,AMALUZA-PALAMAS,DISPENSARIO OSOYACU,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-78.61445372760,-2.67680331010
AZUAY,SEVILLA DE ORO,PALMAS,EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO,AMALUZA-PALAMAS,PALMAS,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.63244466480,-2.71950110860
GUAYAS,GUAYAQUIL,GUAYAQUIL,XIMENA 2,GUAYAQUIL- TRINITARIA 1,CENTRO MEDICO SAN VICENTE,SEGUNDO NIVEL,CLINICA PRIVADA|CL-P,RED COMPLEMENTARIA,-79.92050505770,-2.23648334757
AZUAY,GUACHAPALA,GUACHAPALA,EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO,GUACHAPALA,DISPENSARIO GUABLID,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-78.70413335740,-2.77136341473
AZUAY,GUACHAPALA,GUACHAPALA,EL PAN-GUACHAPALA-PAUTE-SEVILLA DE ORO,GUACHAPALA,GUACHAPALA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.71534219760,-2.77286157883
AZUAY,CAMILO PONCE ENR═QUEZ,CAMILO PONCE ENR═QUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,ZHUMIRAL,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-79.68974112420,-2.97905855112
AZUAY,CAMILO PONCE ENR═QUEZ,CAMILO PONCE ENR═QUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,PONCE ENRIQUEZ,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-79.74514652550,-3.06132331864
AZUAY,CAMILO PONCE ENR═QUEZ,CAMILO PONCE ENR═QUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,SAN GERARDO,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-79.63600022620,-3.04854518426
AZUAY,CAMILO PONCE ENR═QUEZ,**EL CARMEN DE PIJIL═,CAMILO PONCE ENRIQUEZ,EL CARMEN DE PIJILI,CARMEN DE PIJILI,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-79.52214325090,-2.96513466294
BOLIVAR,GUARANDA,GUARANDA,GUARANDA,GUARANDA,VINCHOA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.98628800090,-1.60289787550
BOLIVAR,GUARANDA,GUARANDA,GUARANDA,GUARANDA,CENTRO DE SALUD CORDERO CRESPO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-79.00365366180,-1.59544652574
BOLIVAR,GUARANDA,GUARANDA,GUARANDA,GUARANDA,HOSPITAL ALFREDO NOBOA MONTENEGRO,SEGUNDO NIVEL,HOSPITAL GENERAL|HG,MSP,-78.99827052450,-1.58747552866
